Cultivar,PI_Num
PI 619083,NA
PI 619091,NA
PI 619095,NA
PI 619617,NA
PI 628354,NA
PI 628355,NA
PI 628659,NA
PI 628660,NA
PI 628661,NA
PI 628662,NA
PI 628663,NA
PI 628664,NA
PI 628665,NA
PI 628666,NA
PI 628667,NA
PI 628668,NA
PI 628669,NA
PI 628997,NA
PI 628998,NA
PI 628999,NA
PI 629000,NA
PI 629001,NA
PI 629002,NA
PI 629003,NA
PI 629008,NA
PI 629015,NA
PI 630928,NA
PI 630929,NA
PI 630930,NA
PI 630931,NA
PI 630932,NA
PI 630933,NA
PI 631086,NA
PI 631167,NA
PI 631437,NA
PI 631438,NA
PI 632259,NA
PI 632303,NA
PI 632304,NA
PI 632305,NA
PI 632306,NA
PI 632307,NA
PI 632308,NA
PI 632309,NA
PI 632310,NA
PI 632311,NA
PI 632312,NA
PI 632313,NA
PI 632314,NA
PI 632315,NA
PI 632316,NA
PI 632317,NA
PI 632418,NA
PI 632600,NA
PI 632601,NA
PI 632602,NA
PI 632603,NA
PI 632604,NA
PI 632605,NA
PI 632606,NA
PI 632607,NA
PI 632608,NA
PI 632609,NA
PI 632610,NA
PI 632611,NA
PI 632612,NA
PI 632613,NA
PI 632614,NA
PI 632615,NA
PI 632616,NA
PI 632617,NA
PI 632618,NA
PI 632619,NA
PI 632620,NA
PI 632621,NA
PI 632622,NA
PI 632693,NA
PI 632694,NA
PI 632695,NA
PI 632696,NA
PI 632697,NA
PI 632698,NA
PI 632699,NA
PI 632700,NA
PI 632701,NA
PI 632702,NA
PI 632703,NA
PI 632704,NA
PI 632705,NA
PI 632706,NA
PI 632707,NA
PI 632709,NA
PI 633007,NA
PI 633008,NA
PI 633039,NA
PI 633051,NA
PI 633567,NA
PI 633608,PI 633608
PI 634570,NA
PI 634590,NA
PI 634591,NA
PI 634596,NA
PI 634597,NA
PI 634598,NA
PI 634736,NA
PI 634737,NA
PI 634738,NA
PI 634739,NA
PI 634740,NA
PI 634741,NA
PI 634742,NA
PI 634743,NA
PI 634744,NA
PI 634745,NA
PI 634746,NA
PI 634747,NA
PI 634748,NA
PI 634749,NA
PI 634804,NA
PI 634812,NA
PI 634813,NA
PI 635051,NA
PI 635150,NA
PI 636110,NA
PI 636111,NA
PI 636112,NA
PI 636113,NA
PI 636114,NA
PI 636115,NA
PI 636116,NA
PI 636117,NA
PI 636118,NA
PI 636119,NA
PI 636120,NA
PI 636121,NA
PI 636122,NA
PI 636123,NA
PI 636124,NA
PI 636125,NA
PI 636311,NA
PI 636732,NA
PI 636733,NA
PI 636734,NA
PI 636735,NA
PI 636736,NA
PI 636737,NA
PI 636738,NA
PI 636739,NA
PI 636740,NA
PI 636741,NA
PI 636742,NA
PI 636743,NA
PI 636744,NA
PI 636745,NA
PI 636746,NA
PI 636747,NA
PI 636748,NA
PI 636749,NA
PI 636750,NA
PI 636751,NA
PI 636752,NA
PI 636753,NA
PI 638510,NA
PI 638511,NA
PI 638685,NA
PI 638686,NA
PI 638687,NA
PI 638688,NA
PI 639187,NA
PI 642013,NA
PI 642167,NA
PI 642318,NA
PI 642319,NA
PI 642324,NA
PI 642325,NA
PI 642326,NA
PI 642327,NA
PI 642328,NA
PI 642329,NA
PI 642330,NA
PI 642331,NA
PI 642332,NA
PI 642333,NA
PI 642334,NA
PI 642335,NA
PI 642336,NA
PI 642337,NA
PI 642338,NA
PI 642339,NA
PI 642340,NA
PI 642341,NA
PI 642342,NA
PI 642343,NA
PI 642344,NA
PI 642345,NA
PI 642346,NA
PI 642347,NA
PI 642348,NA
PI 642458,NA
PI 642768,NA
PI 643148,NA
PI 643913,NA
PI 643976,NA
PI 643977,NA
PI 645464,NA
PI 645465,NA
PI 645466,NA
PI 645467,NA
PI 645468,NA
PI 645469,NA
PI 646161,NA
PI 646162,NA
PI 646163,NA
PI 646164,NA
PI 646165,NA
PI 646166,NA
PI 646167,NA
PI 646168,NA
PI 646169,NA
PI 646170,NA
PI 646171,NA
PI 646172,NA
PI 646173,NA
PI 646174,NA
PI 646175,NA
PI 646176,NA
PI 646177,NA
PI 646178,NA
PI 646179,NA
PI 646180,NA
PI 646189,NA
PI 646190,NA
PI 646191,NA
PI 646192,NA
PI 647087,NA
PI 647867,NA
PI 647985,NA
PI 647986,NA
PI 647987,NA
PI 647988,NA
PI 647989,NA
PI 647990,NA
PI 647991,NA
PI 647992,NA
PI 647993,NA
PI 647994,NA
PI 647995,NA
PI 647996,NA
PI 647997,NA
PI 647998,NA
PI 647999,NA
PI 648000,NA
PI 648001,NA
PI 648002,NA
PI 648003,NA
PI 648031,NA
PI 648231,NA
PI 648232,NA
PI 648233,NA
PI 648235,NA
PI 648318,NA
PI 648319,NA
PI 648320,NA
PI 648321,NA
PI 648322,NA
PI 648323,NA
PI 648324,NA
PI 648470,NA
PI 651309,NA
PI 651310,NA
PI 651311,NA
PI 651312,NA
PI 651313,NA
PI 651314,NA
PI 651315,NA
PI 651518,NA
PI 652893,NA
PI 652894,NA
PI 652895,NA
PI 652896,NA
PI 652897,NA
PI 652898,NA
PI 652899,NA
PI 652900,NA
PI 652901,NA
PI 652902,NA
PI 652903,NA
PI 652904,NA
PI 652905,NA
PI 652906,NA
PI 652907,NA
PI 652908,NA
PI 652909,NA
PI 652910,NA
PI 652911,NA
PI 652912,NA
PI 652913,NA
PI 652914,NA
PI 652915,NA
PI 652916,NA
PI 652917,NA
PI 652918,NA
PI 652919,NA
PI 652920,NA
PI 652921,NA
PI 652922,NA
PI 652950,NA
PI 652951,NA
PI 653113,NA
PI 653114,NA
PI 653115,NA
PI 653116,NA
PI 653117,NA
PI 653118,NA
PI 653119,NA
PI 653120,NA
PI 653121,NA
PI 653122,NA
PI 653123,NA
PI 653124,NA
PI 653125,NA
PI 653126,NA
PI 653127,NA
PI 653128,NA
PI 653129,NA
PI 653130,NA
PI 653131,NA
PI 653261,NA
PI 65338,NA
PI 65344,NA
PI 653539,NA
PI 65393,PI 65393
PI 65394,NA
PI 6556,NA
PI 655963,NA
PI 655964,NA
PI 655965,NA
PI 655967,NA
PI 656332,NA
PI 656333,NA
PI 656334,NA
PI 656335,NA
PI 656336,NA
PI 656337,NA
PI 656338,NA
PI 656339,NA
PI 656340,NA
PI 656341,NA
PI 656342,NA
PI 656343,NA
PI 656344,NA
PI 656345,NA
PI 656346,NA
PI 656347,NA
PI 656348,NA
PI 656349,NA
PI 656350,NA
PI 656351,NA
PI 656352,NA
PI 656353,NA
PI 656354,NA
PI 656355,NA
PI 656356,NA
PI 656357,NA
PI 656358,NA
PI 656359,NA
PI 656360,NA
PI 656361,NA
PI 656362,NA
PI 656363,NA
PI 656364,NA
PI 656365,NA
PI 656366,NA
PI 656367,NA
PI 656368,NA
PI 656369,NA
PI 656370,NA
PI 656371,NA
PI 656397,NA
PI 656398,NA
PI 656399,NA
PI 656400,NA
PI 656401,NA
PI 656402,NA
PI 656403,NA
PI 656404,NA
PI 656405,NA
PI 656406,NA
PI 656407,NA
PI 656599,NA
PI 656600,NA
PI 656601,NA
PI 656602,NA
PI 656603,NA
PI 656604,NA
PI 656605,NA
PI 656608,NA
PI 656609,NA
PI 656650,NA
PI 656651,NA
PI 657701,NA
PI 657702,NA
PI 657703,NA
PI 658014,NA
PI 658015,NA
PI 658045,NA
PI 658046,NA
PI 658047,NA
PI 658048,NA
PI 658049,NA
PI 658307,NA
PI 659077,NA
PI 659274,NA
PI 659275,NA
PI 659276,NA
PI 659277,NA
PI 659278,NA
PI 659279,NA
PI 659280,NA
PI 659281,NA
PI 659282,NA
PI 659283,NA
PI 659284,NA
PI 659285,NA
PI 659286,NA
PI 659287,NA
PI 659288,NA
PI 659289,NA
PI 659290,NA
PI 659291,NA
PI 659292,NA
PI 659293,NA
PI 659294,NA
PI 659295,NA
PI 659296,NA
PI 659297,NA
PI 659298,NA
PI 659299,NA
PI 659300,NA
PI 659301,NA
PI 659302,NA
PI 659303,NA
PI 659304,NA
PI 659305,NA
PI 659306,NA
PI 659307,NA
PI 659308,NA
PI 659309,NA
PI 659310,NA
PI 659311,NA
PI 659312,NA
PI 659313,NA
PI 659314,NA
PI 659315,NA
PI 659323,NA
PI 659324,NA
PI 659348,NA
PI 659352,NA
PI 659353,NA
PI 659354,NA
PI 659355,NA
PI 659356,NA
PI 659357,NA
PI 659358,NA
PI 659359,NA
PI 659360,NA
PI 659361,NA
PI 659362,NA
PI 659363,NA
PI 659364,NA
PI 659455,NA
PI 659456,NA
PI 659457,NA
PI 659458,NA
PI 659459,NA
PI 659460,NA
PI 659461,NA
PI 659462,NA
PI 659463,NA
PI 659464,NA
PI 659509,NA
PI 660005,NA
PI 660006,NA
PI 660007,NA
PI 660008,NA
PI 660009,NA
PI 660010,NA
PI 660011,NA
PI 660012,NA
PI 660013,NA
PI 660014,NA
PI 660015,NA
PI 660016,NA
PI 660017,NA
PI 660018,NA
PI 660019,NA
PI 660020,NA
PI 660021,NA
PI 660022,NA
PI 660023,NA
PI 660024,NA
PI 660025,NA
PI 660026,NA
PI 660027,NA
PI 660028,NA
PI 660029,NA
PI 660030,NA
PI 660031,NA
PI 660032,NA
PI 660033,NA
PI 660034,NA
PI 660035,NA
PI 660036,NA
PI 660037,NA
PI 660038,NA
PI 660039,NA
PI 660040,NA
PI 660041,NA
PI 660042,NA
PI 660043,NA
PI 660044,NA
PI 660045,NA
PI 660046,NA
PI 660047,NA
PI 660048,NA
PI 660049,NA
PI 660050,NA
PI 660051,NA
PI 660052,NA
PI 660054,NA
PI 660055,NA
PI 660135,NA
PI 660136,NA
PI 660137,NA
PI 660138,NA
PI 660139,NA
PI 660140,NA
PI 660141,NA
PI 660142,NA
PI 660143,NA
PI 660144,NA
PI 660145,NA
PI 660146,NA
PI 660147,NA
PI 660148,NA
PI 660149,NA
PI 660150,NA
PI 660151,NA
PI 660152,NA
PI 660153,NA
PI 660154,NA
PI 660155,NA
PI 660156,NA
PI 660157,NA
PI 660158,NA
PI 660159,NA
PI 660160,NA
PI 660161,NA
PI 660162,NA
PI 660163,NA
PI 660164,NA
PI 660165,NA
PI 660166,NA
PI 660167,NA
PI 660168,NA
PI 660169,NA
PI 660170,NA
PI 660171,NA
PI 660172,NA
PI 660173,NA
PI 660174,NA
PI 660175,NA
PI 660176,NA
PI 660177,NA
PI 660178,NA
PI 660179,NA
PI 660180,NA
PI 660181,NA
PI 660182,NA
PI 660183,NA
PI 660184,NA
PI 660185,NA
PI 660186,NA
PI 660187,NA
PI 660188,NA
PI 660189,NA
PI 660190,NA
PI 660191,NA
PI 660192,NA
PI 660193,NA
PI 660194,NA
PI 660195,NA
PI 660196,NA
PI 660197,NA
PI 660198,NA
PI 660199,NA
PI 660200,NA
PI 660201,NA
PI 660202,NA
PI 660203,NA
PI 660204,NA
PI 660205,NA
PI 660206,NA
PI 660207,NA
PI 660208,NA
PI 660209,NA
PI 660210,NA
PI 660211,NA
PI 660212,NA
PI 660213,NA
PI 660214,NA
PI 660215,NA
PI 660216,NA
PI 660217,NA
PI 660218,NA
PI 660219,NA
PI 660220,NA
PI 660221,NA
PI 660222,NA
PI 660223,NA
PI 660224,NA
PI 660225,NA
PI 660226,NA
PI 660227,NA
PI 660228,NA
PI 660229,NA
PI 660230,NA
PI 660231,NA
PI 660232,NA
PI 660233,NA
PI 660234,NA
PI 660235,NA
PI 660236,NA
PI 660237,NA
PI 660238,NA
PI 660239,NA
PI 660240,NA
PI 660241,NA
PI 660242,NA
PI 660243,NA
PI 660244,NA
PI 660245,NA
PI 660246,NA
PI 660247,NA
PI 660248,NA
PI 660249,NA
PI 660250,NA
PI 660251,NA
PI 660252,NA
PI 660253,NA
PI 660254,NA
PI 660297,NA
PI 660298,NA
PI 660299,NA
PI 660300,NA
PI 660301,NA
PI 660302,NA
PI 660303,NA
PI 660304,NA
PI 660305,NA
PI 660306,NA
PI 660307,NA
PI 660308,NA
PI 660309,NA
PI 660310,NA
PI 660311,NA
PI 660538,NA
PI 661015,NA
PI 661016,NA
PI 661017,NA
PI 661018,NA
PI 661019,NA
PI 661020,NA
PI 661021,NA
PI 661022,NA
PI 661023,NA
PI 661024,NA
PI 661025,NA
PI 661026,NA
PI 661027,NA
PI 661028,NA
PI 661029,NA
PI 661030,NA
PI 661031,NA
PI 661032,NA
PI 661033,NA
PI 661034,NA
PI 661035,NA
PI 661036,NA
PI 661037,NA
PI 661038,NA
PI 661039,NA
PI 661040,NA
PI 661041,NA
PI 661042,NA
PI 661043,NA
PI 661044,NA
PI 661045,NA
PI 661046,NA
PI 661047,NA
PI 661048,NA
PI 661049,NA
PI 661050,NA
PI 661051,NA
PI 661052,NA
PI 661053,NA
PI 661054,NA
PI 661055,NA
PI 661056,NA
PI 661057,NA
PI 661058,NA
PI 661059,NA
PI 661060,NA
PI 661118,NA
PI 661119,NA
PI 661120,NA
PI 661121,NA
PI 661122,NA
PI 661123,NA
PI 661124,NA
PI 661125,NA
PI 661126,NA
PI 661127,NA
PI 661128,NA
PI 661129,NA
PI 661130,NA
PI 661131,NA
PI 661132,NA
PI 661133,NA
PI 661134,NA
PI 661135,NA
PI 661136,NA
PI 661137,NA
PI 661138,NA
PI 661139,NA
PI 661161,NA
PI 661162,NA
PI 661163,NA
PI 661209,NA
PI 661210,NA
PI 661211,NA
PI 661212,NA
PI 661500,NA
PI 661501,NA
PI 661502,NA
PI 661503,NA
PI 661504,NA
PI 661505,NA
PI 661506,NA
PI 661507,NA
PI 661508,NA
PI 661509,NA
PI 661510,NA
PI 661974,NA
PI 661993,NA
PI 661994,NA
PI 661998,NA
PI 662941,NA
PI 664031,NA
PI 664032,NA
PI 664033,NA
PI 664034,NA
PI 664035,NA
PI 664036,NA
PI 664037,NA
PI 664038,NA
PI 664039,NA
PI 664040,NA
PI 664041,NA
PI 664042,NA
PI 664043,NA
PI 664044,NA
PI 664045,NA
PI 664046,NA
PI 664047,NA
PI 664048,NA
PI 664049,NA
PI 664050,NA
PI 664051,NA
PI 664052,NA
PI 664053,NA
PI 664054,NA
PI 664055,NA
PI 664056,NA
PI 664057,NA
PI 664058,NA
PI 664059,NA
PI 664060,NA
PI 664061,NA
PI 664062,NA
PI 664063,NA
PI 664064,NA
PI 664065,NA
PI 664066,NA
PI 664067,NA
PI 664068,NA
PI 664069,NA
PI 664070,NA
PI 664071,NA
PI 664260,NA
PI 664261,NA
PI 664262,NA
PI 664263,NA
PI 664264,NA
PI 664265,NA
PI 665300,NA
PI 665301,NA
PI 665302,NA
PI 665303,NA
PI 665304,NA
PI 665305,NA
PI 665306,NA
PI 665307,NA
PI 665308,NA
PI 665309,NA
PI 665310,NA
PI 665311,NA
PI 665312,NA
PI 665313,NA
PI 665314,NA
PI 665315,NA
PI 665316,NA
PI 665317,NA
PI 665318,NA
PI 665319,NA
PI 665320,NA
PI 665321,NA
PI 665322,NA
PI 665323,NA
PI 665324,NA
PI 665325,NA
PI 665326,NA
PI 665327,NA
PI 665328,NA
PI 665329,NA
PI 665330,NA
PI 665331,NA
PI 665332,NA
PI 665333,NA
PI 665334,NA
PI 665335,NA
PI 665336,NA
PI 665337,NA
PI 665338,NA
PI 665339,NA
PI 665340,NA
PI 665341,NA
PI 665342,NA
PI 665343,NA
PI 665344,NA
PI 665345,NA
PI 665346,NA
PI 665347,NA
PI 665348,NA
PI 665349,NA
PI 665350,NA
PI 665351,NA
PI 665352,NA
PI 665353,NA
PI 665354,NA
PI 665355,NA
PI 665356,NA
PI 665357,NA
PI 665358,NA
PI 665359,NA
PI 665360,NA
PI 665361,NA
PI 665362,NA
PI 665363,NA
PI 665364,NA
PI 665365,NA
PI 665366,NA
PI 665367,NA
PI 665368,NA
PI 665369,NA
PI 665370,NA
PI 665371,NA
PI 665372,NA
PI 665373,NA
PI 665374,NA
PI 665375,NA
PI 665376,NA
PI 665377,NA
PI 665378,NA
PI 665379,NA
PI 665380,NA
PI 665381,NA
PI 665382,NA
PI 665383,NA
PI 665384,NA
PI 665385,NA
PI 665386,NA
PI 665387,NA
PI 665388,NA
PI 665389,NA
PI 665390,NA
PI 665391,NA
PI 665392,NA
PI 665393,NA
PI 665394,NA
PI 665395,NA
PI 665396,NA
PI 665397,NA
PI 665398,NA
PI 665399,NA
PI 665476,NA
PI 665477,NA
PI 665478,NA
PI 665479,NA
PI 665480,NA
PI 665481,NA
PI 665482,NA
PI 665483,NA
PI 665484,NA
PI 665485,NA
PI 665486,NA
PI 665487,NA
PI 665488,NA
PI 665489,NA
PI 666942,NA
PI 666943,NA
PI 666944,NA
PI 666945,NA
PI 666946,NA
PI 666947,NA
PI 666948,NA
PI 666949,NA
PI 666950,NA
PI 666951,NA
PI 666952,NA
PI 666953,NA
PI 666954,NA
PI 666955,NA
PI 666956,NA
PI 666957,NA
PI 667623,NA
PI 667624,NA
PI 667625,NA
PI 667626,NA
PI 667627,NA
PI 667628,NA
PI 667629,NA
PI 667630,NA
PI 667631,NA
PI 667632,NA
PI 667633,NA
PI 667634,NA
PI 667635,NA
PI 667636,NA
PI 667637,NA
PI 667638,NA
PI 667639,NA
PI 667640,NA
PI 667641,NA
PI 668259,NA
PI 668260,NA
PI 668261,NA
PI 668262,NA
PI 668263,NA
PI 668264,NA
PI 668265,NA
PI 668266,NA
PI 668267,NA
PI 668268,NA
PI 668269,NA
PI 668270,NA
PI 668271,NA
PI 668272,NA
PI 668273,NA
PI 668274,NA
PI 668275,NA
PI 668276,NA
PI 668277,NA
PI 668278,NA
PI 668279,NA
PI 668280,NA
PI 668281,NA
PI 668282,NA
PI 668284,NA
PI 668285,NA
PI 668286,NA
PI 668287,NA
PI 668288,NA
PI 668289,NA
PI 668290,NA
PI 668291,NA
PI 668292,NA
PI 668293,NA
PI 668294,NA
PI 668295,NA
PI 668296,NA
PI 668297,NA
PI 668298,NA
PI 668299,NA
PI 668300,NA
PI 668301,NA
PI 668302,NA
PI 668303,NA
PI 668304,NA
PI 668305,NA
PI 668306,NA
PI 668307,NA
PI 668308,NA
PI 668309,NA
PI 668310,NA
PI 668311,NA
PI 668312,NA
PI 668313,NA
PI 668314,NA
PI 668315,NA
PI 668316,NA
PI 668317,NA
PI 668318,NA
PI 668319,NA
PI 668320,NA
PI 668321,NA
PI 668322,NA
PI 668323,NA
PI 668324,NA
PI 668325,NA
PI 668326,NA
PI 668327,NA
PI 668328,NA
PI 668329,NA
PI 668330,NA
PI 668331,NA
PI 668332,NA
PI 668333,NA
PI 668334,NA
PI 668335,NA
PI 668336,NA
PI 668337,NA
PI 668338,NA
PI 668339,NA
PI 668340,NA
PI 668341,NA
PI 668342,NA
PI 668343,NA
PI 668344,NA
PI 668345,NA
PI 668346,NA
PI 668347,NA
PI 668348,NA
PI 668349,NA
PI 668350,NA
PI 668351,NA
PI 669389,NA
PI 669390,NA
PI 669391,NA
PI 669392,NA
PI 669393,NA
PI 669394,NA
PI 669395,NA
PI 669396,NA
PI 669397,NA
PI 669398,NA
PI 669399,NA
PI 669400,NA
PI 669401,NA
PI 669402,NA
PI 669403,NA
PI 669404,NA
PI 669405,NA
PI 669406,NA
PI 669407,NA
PI 669408,NA
PI 669409,NA
PI 669410,NA
PI 669411,NA
PI 669412,NA
PI 669413,NA
PI 669414,NA
PI 669415,NA
PI 669416,NA
PI 669417,NA
PI 669418,NA
PI 669419,NA
PI 669420,NA
PI 669421,NA
PI 669422,NA
PI 669423,NA
PI 669424,NA
PI 669425,NA
PI 669426,NA
PI 669427,NA
PI 669428,NA
PI 669429,NA
PI 669430,NA
PI 669431,NA
PI 669432,NA
PI 669558,NA
PI 669559,NA
PI 669972,NA
PI 669973,NA
PI 669974,NA
PI 669975,NA
PI 669976,NA
PI 669977,NA
PI 669978,NA
PI 669979,NA
PI 669980,NA
PI 669981,NA
PI 669982,NA
PI 669983,NA
PI 669984,NA
PI 669985,NA
PI 669986,NA
PI 669987,NA
PI 669988,NA
PI 669989,NA
PI 671807,NA
PI 671808,NA
PI 671809,NA
PI 671810,NA
PI 671811,NA
PI 671812,NA
PI 671813,NA
PI 671814,NA
PI 671815,NA
PI 671816,NA
PI 671817,NA
PI 671818,NA
PI 671819,NA
PI 671820,NA
PI 671821,NA
PI 671822,NA
PI 671823,NA
PI 671824,NA
PI 671825,NA
PI 671826,NA
PI 671827,NA
PI 671828,NA
PI 671829,NA
PI 671830,NA
PI 671831,NA
PI 671832,NA
PI 671833,NA
PI 671834,NA
PI 671835,NA
PI 671836,NA
PI 671837,NA
PI 671838,NA
PI 671839,NA
PI 671840,NA
PI 671841,NA
PI 671863,NA
PI 671864,NA
PI 671865,NA
PI 671977,NA
PI 672024,NA
PI 672025,NA
PI 672026,NA
PI 672027,NA
PI 672028,NA
PI 672029,NA
PI 672030,NA
PI 672031,NA
PI 672032,NA
PI 672033,NA
PI 672034,NA
PI 672035,NA
PI 672036,NA
PI 672037,NA
PI 672038,NA
PI 672039,NA
PI 672040,NA
PI 672041,NA
PI 672042,NA
PI 672043,NA
PI 672044,NA
PI 672045,NA
PI 672046,NA
PI 672047,NA
PI 672048,NA
PI 672049,NA
PI 672050,NA
PI 672051,NA
PI 672052,NA
PI 672053,NA
PI 672054,NA
PI 672055,NA
PI 672056,NA
PI 672057,NA
PI 672058,NA
PI 672059,NA
PI 672060,NA
PI 672061,NA
PI 672062,NA
PI 672063,NA
PI 672064,NA
PI 672065,NA
PI 672498,NA
PI 672499,NA
PI 673055,NA
PI 673056,NA
PI 673057,NA
PI 673058,NA
PI 673059,NA
PI 673060,NA
PI 673061,NA
PI 673062,NA
PI 673063,NA
PI 673064,NA
PI 673065,NA
PI 673066,NA
PI 673067,NA
PI 673068,NA
PI 673069,NA
PI 673070,NA
PI 673071,NA
PI 673072,NA
PI 673073,NA
PI 673074,NA
PI 673075,NA
PI 673076,NA
PI 673077,NA
PI 673109,NA
PI 673110,NA
PI 673111,NA
PI 673112,NA
PI 673113,NA
PI 673114,NA
PI 673115,NA
PI 673371,NA
PI 674113,NA
PI 674114,NA
PI 674115,NA
PI 674116,NA
PI 674117,NA
PI 674118,NA
PI 674119,NA
PI 674120,NA
PI 674121,NA
PI 674122,NA
PI 674123,NA
PI 674124,NA
PI 674125,NA
PI 674126,NA
PI 674127,NA
PI 674128,NA
PI 674129,NA
PI 674130,NA
PI 674131,NA
PI 674132,NA
PI 674133,NA
PI 674134,NA
PI 674135,NA
PI 674136,NA
PI 674137,NA
PI 674138,NA
PI 674139,NA
PI 674140,NA
PI 674141,NA
PI 674142,NA
PI 674143,NA
PI 674144,NA
PI 674145,NA
PI 674146,NA
PI 674147,NA
PI 674148,NA
PI 674149,NA
PI 674150,NA
PI 674519,NA
PI 674520,NA
PI 674521,NA
PI 674522,NA
PI 674523,NA
PI 674524,NA
PI 674525,NA
PI 674526,NA
PI 674527,NA
PI 674528,NA
PI 674529,NA
PI 674530,NA
PI 674531,NA
PI 674532,NA
PI 674533,NA
PI 674534,NA
PI 674535,NA
PI 674536,NA
PI 674537,NA
PI 674538,NA
PI 674539,NA
PI 674540,NA
PI 674541,NA
PI 674542,NA
PI 674543,NA
PI 674544,NA
PI 674545,NA
PI 674546,NA
PI 674547,NA
PI 674548,NA
PI 674549,NA
PI 674550,NA
PI 674551,NA
PI 674552,NA
PI 674553,NA
PI 674554,NA
PI 674555,NA
PI 674556,NA
PI 674557,NA
PI 674558,NA
PI 674559,NA
PI 674560,NA
PI 674561,NA
PI 674562,NA
PI 674563,NA
PI 674564,NA
PI 674565,NA
PI 674566,NA
PI 674567,NA
PI 674568,NA
PI 674569,NA
PI 674570,NA
PI 674571,NA
PI 674572,NA
PI 674573,NA
PI 674574,NA
PI 674575,NA
PI 674576,NA
PI 674577,NA
PI 674578,NA
PI 674579,NA
PI 674580,NA
PI 674581,NA
PI 674582,NA
PI 674583,NA
PI 674584,NA
PI 674585,NA
PI 674586,NA
PI 674587,NA
PI 674588,NA
PI 674589,NA
PI 674590,NA
PI 674591,NA
PI 674592,NA
PI 674593,NA
PI 674594,NA
PI 674595,NA
PI 674596,NA
PI 675568,NA
PI 675569,NA
PI 675570,NA
PI 675571,NA
PI 675572,NA
PI 675573,NA
PI 675574,NA
PI 675575,NA
PI 675576,NA
PI 675577,NA
PI 675578,NA
PI 675579,NA
PI 675580,NA
PI 675581,NA
PI 675582,NA
PI 675583,NA
PI 675584,NA
PI 675585,NA
PI 675586,NA
PI 675587,NA
PI 675588,NA
PI 675589,NA
PI 675590,NA
PI 675591,NA
PI 675592,NA
PI 675593,NA
PI 675594,NA
PI 675595,NA
PI 675596,NA
PI 675597,NA
PI 675598,NA
PI 675599,NA
PI 675600,NA
PI 675601,NA
PI 675602,NA
PI 675603,NA
PI 675604,NA
PI 675605,NA
PI 675606,NA
PI 675607,NA
PI 675608,NA
PI 675609,NA
PI 675610,NA
PI 675611,NA
PI 675612,NA
PI 675613,NA
PI 675614,NA
PI 675615,NA
PI 675616,NA
PI 675617,NA
PI 676276,NA
PI 676995,NA
PI 677228,NA
PI 677229,NA
PI 677230,NA
PI 677231,NA
PI 677232,NA
PI 677233,NA
PI 677234,NA
PI 677235,NA
PI 677236,NA
PI 677237,NA
PI 677238,NA
PI 677239,NA
PI 677240,NA
PI 677241,NA
PI 677242,NA
PI 677243,NA
PI 677244,NA
PI 677245,NA
PI 677246,NA
PI 677247,NA
PI 677248,NA
PI 677249,NA
PI 677250,NA
PI 677251,NA
PI 677252,NA
PI 677253,NA
PI 677254,NA
PI 677255,NA
PI 677256,NA
PI 677257,NA
PI 677258,NA
PI 677259,NA
PI 677260,NA
PI 677261,NA
PI 677262,NA
PI 677263,NA
PI 677264,NA
PI 677265,NA
PI 677266,NA
PI 677267,NA
PI 677268,NA
PI 677269,NA
PI 677270,NA
PI 677271,NA
PI 677272,NA
PI 677273,NA
PI 677274,NA
PI 677275,NA
PI 677276,NA
PI 677277,NA
PI 677278,NA
PI 677279,NA
PI 677280,NA
PI 677281,NA
PI 677282,NA
PI 677283,NA
PI 677284,NA
PI 677285,NA
PI 677286,NA
PI 677287,NA
PI 677288,NA
PI 677289,NA
PI 677290,NA
PI 677291,NA
PI 677292,NA
PI 677293,NA
PI 677294,NA
PI 677295,NA
PI 677296,NA
PI 677297,NA
PI 677298,NA
PI 677299,NA
PI 677300,NA
PI 677301,NA
PI 677302,NA
PI 677303,NA
PI 677304,NA
PI 677305,NA
PI 677306,NA
PI 677307,NA
PI 677308,NA
PI 677309,NA
PI 677310,NA
PI 677311,NA
PI 677312,NA
PI 677313,NA
PI 677314,NA
PI 677315,NA
PI 677316,NA
PI 677317,NA
PI 677318,NA
PI 678798,NA
PI 678799,NA
PI 678800,NA
PI 678801,NA
PI 678802,NA
PI 678803,NA
PI 678804,NA
PI 678805,NA
PI 678806,NA
PI 678807,NA
PI 678808,NA
PI 678809,NA
PI 678810,NA
PI 678811,NA
PI 678812,NA
PI 678813,NA
PI 678814,NA
PI 678815,NA
PI 678816,NA
PI 678817,NA
PI 678818,NA
PI 678819,NA
PI 678820,NA
PI 678821,NA
PI 678822,NA
PI 678823,NA
PI 678824,NA
PI 678825,NA
PI 678826,NA
PI 678827,NA
PI 678828,NA
PI 678829,NA
PI 678830,NA
PI 678831,NA
PI 678832,NA
PI 678833,NA
PI 678834,NA
PI 678835,NA
PI 678836,NA
PI 678837,NA
PI 678838,NA
PI 678839,NA
PI 678840,NA
PI 678841,NA
PI 678842,NA
PI 678843,NA
PI 678844,NA
PI 678845,NA
PI 678846,NA
PI 680568,NA
PI 681601,NA
PI 681602,NA
PI 682087,NA
PI 68430,NA
PI 684618,NA
PI 684619,NA
PI 684620,NA
PI 684621,NA
PI 684622,NA
PI 684623,NA
PI 684624,NA
PI 684625,NA
PI 684626,NA
PI 684627,NA
PI 684628,NA
PI 684629,NA
PI 684630,NA
PI 684631,NA
PI 68474,NA
PI 68508,NA
